Region,Segment,Sub-segment,Sub-segment 1,Sub-segment 2,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033
Asia Pacific,By Component,Hardware,Payment Units,Payment Units,"47,153","51,939","57,113","62,634","68,578","75,082","82,286","90,291","99,045","108,513","118,675","129,519","141,174"
Asia Pacific,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,"40,248","43,650","47,344","51,289","55,530","60,081","65,031","70,426","76,190","82,295","88,641","95,214","102,115"
Asia Pacific,By Component,Hardware,Receipt Printer,Receipt Printer,"57,956","62,440","67,247","72,347","77,811","83,733","90,194","97,221","104,696","112,630","120,892","129,464","138,437"
Asia Pacific,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","38,734","43,003","47,756","52,951","58,604","64,754","71,512","79,022","87,315","96,456","106,384","117,112","128,745"
Asia Pacific,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,"15,673","17,527","19,587","21,872","24,415","27,245","30,421","33,971","37,897","42,250","47,040","52,289","58,052"
Asia Pacific,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,"12,559","14,271","16,225","18,426","20,888","23,648","26,771","30,327","34,339","38,867","43,901","49,458","55,645"
Asia Pacific,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,"8,614","9,739","11,019","12,441","14,020","15,764","17,725","19,946","22,421","25,209","28,289","31,686","35,436"
Asia Pacific,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,"12,628","14,738","17,196","20,030","23,296","27,055","31,437","36,554","42,498","49,379","57,277","66,317","76,684"
Asia Pacific,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,"4,197","5,006","5,974","7,124","8,469","10,056","11,937","14,183","16,850","20,007","23,720","28,075","33,189"
Asia Pacific,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,"2,036","2,460","2,977","3,591","4,333","5,219","6,284","7,568","9,120","10,986","13,223","15,881","19,053"
Asia Pacific,By Model Type,Cash Model,Cash Model,Cash Model,"13,443","15,036","16,818","18,786","20,950","23,342","26,004","29,005","32,349","36,072","40,146","44,592","49,471"
Asia Pacific,By Model Type,Cashless Model,Cashless Model,Cashless Model,"42,264","48,705","56,160","64,698","74,471","85,645","98,571","113,544","130,776","150,626","173,304","199,114","228,588"
Asia Pacific,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"50,425","57,535","65,688","74,937","85,407","97,266","110,836","126,424","144,212","164,520","187,469","213,315","242,545"
Asia Pacific,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,"1,907","2,183","2,501","2,863","3,277","3,742","4,278","4,895","5,599","6,407","7,323","8,348","9,507"
Asia Pacific,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,"3,375","4,023","4,789","5,684","6,737","7,979","9,461","11,230","13,314","15,771","18,658","22,043","26,007"
Asia Pacific,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,"28,138","32,076","36,586","41,706","47,484","54,010","61,460","69,988","79,692","90,744","103,194","117,162","132,901"
Asia Pacific,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,"7,378","8,516","9,818","11,322","13,053","15,042","17,344","20,015","23,092","26,632","30,677","35,282","40,548"
Asia Pacific,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,"5,470","6,205","7,045","7,982","9,029","10,208","11,565","13,114","14,864","16,842","19,061","21,549","24,340"
Asia Pacific,By Retail Format,Department Stores,Department Stores,Department Stores,"3,810","4,282","4,810","5,396","6,051","6,778","7,598","8,534","9,572","10,747","12,053","13,492","15,090"
Asia Pacific,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,"8,315","9,747","11,440","13,395","15,668","18,308","21,396","25,040","29,318","34,335","40,169","46,932","54,790"
Asia Pacific,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,"2,596","2,915","3,279","3,683","4,136","4,641","5,212","5,858","6,587","7,398","8,296","9,289","10,390"
Asia Pacific,By Country,China,China,China,"22,980","26,606","30,823","35,674","41,246","47,648","55,072","63,724","73,723","85,263","98,471","113,538","130,816"
Asia Pacific,By Country,Japan,Japan,Japan,"8,203","9,397","10,773","12,337","14,113","16,130","18,433","21,088","24,131","27,625","31,601","36,103","41,212"
Asia Pacific,By Country,India,India,India,"7,135","8,065","9,119","10,301","11,618","13,108","14,808","16,737","18,912","21,371","24,109","27,155","30,552"
Asia Pacific,By Country,South Korea,South Korea,South Korea,"3,836","4,410","5,072","5,831","6,693","7,686","8,827","10,147","11,656","13,386","15,350","17,578","20,110"
Asia Pacific,By Country,ASEAN,ASEAN,ASEAN,"5,930","6,759","7,697","8,759","9,961","11,310","12,852","14,608","16,601","18,872","21,437","24,315","27,556"
Asia Pacific,By Country,Australia,Australia,Australia,"1,347","1,509","1,695","1,899","2,133","2,385","2,672","2,997","3,357","3,762","4,207","4,698","5,239"
Asia Pacific,By Country,Rest of Asia Pacific,Rest of Asia Pacific,Rest of Asia Pacific,"6,276","6,995","7,799","8,683","9,657","10,720","11,911","13,248","14,745","16,419","18,275","20,319","22,574"
China,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,"14,712","16,107","17,652","19,299","21,047","22,873","24,841","27,011","29,442","32,155","35,107","38,261","41,635"
China,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,"6,703","7,377","8,122","8,917","9,759","10,665","11,649","12,751","13,989","15,351","16,847","18,461","20,195"
China,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,"5,895","6,487","7,143","7,860","8,649","9,511","10,453","11,489","12,605","13,800","15,062","16,374","17,771"
China,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,"7,893","8,872","9,964","11,194","12,577","14,104","15,790","17,631","19,628","21,833","24,279","26,975","29,932"
China,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,"1,940","2,202","2,501","2,836","3,202","3,600","4,043","4,546","5,116","5,767","6,492","7,287","8,167"
China,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,"14,106","15,802","17,717","19,816","22,073","24,487","27,152","30,113","33,410","37,119","41,140","45,455","50,137"
China,By Component,Hardware,Payment Units,Payment Units,"18,282","20,224","22,279","24,464","26,827","29,477","32,461","35,778","39,365","43,226","47,368","51,801","56,604"
China,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,"16,751","18,163","19,704","21,356","23,164","25,132","27,308","29,704","32,279","34,984","37,766","40,622","43,609"
China,By Component,Hardware,Receipt Printer,Receipt Printer,"25,863","27,920","30,160","32,564","35,177","38,051","41,208","44,681","48,431","52,445","56,651","61,029","65,628"
China,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","16,196","17,969","19,936","22,100","24,504","27,175","30,142","33,439","37,066","41,041","45,351","50,046","55,157"
China,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,"6,356","7,194","8,133","9,186","10,382","11,722","13,240","14,951","16,855","18,970","21,319","23,919","26,803"
China,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,"5,306","6,098","7,013","8,062","9,253","10,611","12,167","13,958","15,991","18,311","20,911","23,812","27,074"
China,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,"3,832","4,389","5,030","5,750","6,546","7,436","8,447","9,597","10,890","12,360","13,988","15,786","17,791"
China,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,"4,991","5,896","6,967","8,211","9,660","11,346","13,327","15,679","18,454","21,681","25,425","29,748","34,753"
China,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,"1,712","2,069","2,503","3,025","3,644","4,383","5,266","6,333","7,614","9,151","10,978","13,140","15,708"
China,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,783,960,"1,177","1,440","1,761","2,150","2,625","3,206","3,919","4,790","5,850","7,133","8,687"
China,By Model Type,Cash Model,Cash Model,Cash Model,"5,606","6,366","7,233","8,205","9,283","10,485","11,829","13,357","15,090","17,054","19,241","21,661","24,358"
China,By Model Type,Cashless Model,Cashless Model,Cashless Model,"17,374","20,240","23,590","27,469","31,963","37,163","43,243","50,367","58,633","68,209","79,230","91,877","106,458"
China,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"20,776","23,991","27,723","32,008","36,912","42,522","48,998","56,519","65,178","75,141","86,493","99,381","114,095"
China,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,769,890,"1,031","1,194","1,382","1,599","1,853","2,149","2,495","2,894","3,353","3,875","4,473"
China,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,"1,435","1,725","2,069","2,472","2,952","3,527","4,221","5,056","6,050","7,228","8,625","10,282","12,248"
China,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,"11,619","13,403","15,468","17,839","20,550","23,650","27,224","31,358","36,095","41,533","47,704","54,681","62,617"
China,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,"2,976","3,476","4,062","4,746","5,540","6,461","7,539","8,802","10,267","11,971","13,938","16,205","18,827"
China,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,"2,270","2,608","2,994","3,431","3,927","4,490","5,139","5,891","6,751","7,731","8,837","10,087","11,505"
China,By Retail Format,Department Stores,Department Stores,Department Stores,"1,596","1,814","2,060","2,339","2,651","3,003","3,401","3,860","4,380","4,966","5,623","6,356","7,177"
China,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,"3,392","4,026","4,784","5,667","6,704","7,917","9,352","11,066","13,107","15,519","18,357","21,675","25,572"
China,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,"1,127","1,279","1,455","1,652","1,874","2,127","2,417","2,747","3,123","3,543","4,012","4,534","5,118"
Japan,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,"5,341","5,803","6,309","6,857","7,445","8,086","8,787","9,561","10,384","11,266","12,177","13,113","14,093"
Japan,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,"2,114","2,317","2,537","2,779","3,046","3,338","3,656","3,999","4,367","4,773","5,220","5,706","6,231"
Japan,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,"1,963","2,169","2,395","2,646","2,920","3,219","3,544","3,897","4,272","4,686","5,137","5,623","6,148"
Japan,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,"2,528","2,847","3,203","3,607","4,058","4,567","5,132","5,755","6,442","7,212","8,068","9,001","10,031"
Japan,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,663,751,847,951,"1,066","1,197","1,348","1,519","1,706","1,912","2,137","2,385","2,660"
Japan,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,"4,867","5,453","6,085","6,768","7,517","8,366","9,330","10,415","11,605","12,906","14,324","15,864","17,557"
Japan,By Component,Hardware,Payment Units,Payment Units,"9,110","10,051","11,093","12,209","13,396","14,676","16,070","17,633","19,393","21,335","23,471","25,783","28,275"
Japan,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,"6,224","6,772","7,370","8,016","8,707","9,450","10,255","11,129","12,052","13,041","14,072","15,153","16,295"
Japan,By Component,Hardware,Receipt Printer,Receipt Printer,"9,407","10,157","10,917","11,687","12,511","13,408","14,416","15,520","16,676","17,866","19,098","20,397","21,766"
Japan,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","6,220","6,932","7,731","8,609","9,546","10,557","11,658","12,883","14,227","15,720","17,328","19,045","20,907"
Japan,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,"2,358","2,644","2,961","3,314","3,704","4,135","4,617","5,154","5,739","6,395","7,114","7,903","8,768"
Japan,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,"1,821","2,075","2,366","2,692","3,055","3,462","3,917","4,436","5,026","5,690","6,431","7,243","8,144"
Japan,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,"1,242","1,398","1,577","1,776","2,000","2,251","2,536","2,857","3,218","3,621","4,072","4,575","5,134"
Japan,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,"1,821","2,131","2,492","2,911","3,390","3,942","4,577","5,325","6,202","7,231","8,424","9,796","11,377"
Japan,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,642,762,909,"1,079","1,281","1,515","1,793","2,122","2,507","2,957","3,480","4,090","4,797"
Japan,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,319,387,468,565,683,825,993,"1,194","1,439","1,731","2,080","2,496","2,992"
Japan,By Model Type,Cash Model,Cash Model,Cash Model,"1,920","2,144","2,383","2,639","2,922","3,238","3,600","4,008","4,453","4,933","5,452","6,021","6,644"
Japan,By Model Type,Cashless Model,Cashless Model,Cashless Model,"6,283","7,253","8,390","9,698","11,191","12,892","14,833","17,080","19,678","22,692","26,149","30,082","34,568"
Japan,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"7,382","8,434","9,641","11,008","12,559","14,317","16,317","18,614","21,239","24,241","27,648","31,494","35,844"
Japan,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,313,358,410,470,537,612,698,796,907,"1,033","1,174","1,331","1,507"
Japan,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,508,605,722,859,"1,017","1,201","1,418","1,678","1,985","2,351","2,779","3,278","3,861"
Japan,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,"4,207","4,803","5,485","6,261","7,137","8,126","9,249","10,530","11,984","13,647","15,528","17,640","20,021"
Japan,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,"1,085","1,255","1,447","1,667","1,920","2,210","2,548","2,939","3,389","3,910","4,505","5,185","5,962"
Japan,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,813,921,"1,046","1,185","1,340","1,517","1,718","1,948","2,208","2,500","2,830","3,198","3,613"
Japan,By Retail Format,Department Stores,Department Stores,Department Stores,552,621,700,786,884,990,"1,108","1,241","1,393","1,564","1,755","1,967","2,202"
Japan,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,"1,192","1,399","1,645","1,932","2,262","2,647","3,094","3,625","4,251","4,986","5,841","6,832","7,979"
Japan,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,354,398,450,506,570,640,716,805,906,"1,018","1,142","1,281","1,435"
India,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,"5,228","5,651","6,112","6,606","7,146","7,739","8,389","9,106","9,880","10,705","11,564","12,454","13,388"
India,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,"2,435","2,655","2,897","3,160","3,443","3,754","4,094","4,472","4,876","5,310","5,762","6,229","6,722"
India,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,"2,227","2,443","2,681","2,942","3,229","3,548","3,904","4,301","4,737","5,211","5,719","6,260","6,840"
India,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,"2,216","2,493","2,806","3,152","3,531","3,946","4,407","4,925","5,504","6,144","6,842","7,598","8,426"
India,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,333,377,424,476,534,599,673,756,846,946,"1,055","1,176","1,310"
India,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,"3,847","4,304","4,819","5,387","5,994","6,656","7,385","8,192","9,077","10,057","11,110","12,231","13,449"
India,By Component,Hardware,Payment Units,Payment Units,"4,482","4,923","5,408","5,923","6,467","7,044","7,670","8,369","9,147","9,983","10,879","11,827","12,834"
India,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,"4,989","5,398","5,842","6,317","6,827","7,366","7,940","8,547","9,182","9,845","10,534","11,245","11,990"
India,By Component,Hardware,Receipt Printer,Receipt Printer,"6,354","6,830","7,337","7,884","8,477","9,115","9,791","10,504","11,250","12,056","12,919","13,833","14,795"
India,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","5,369","5,960","6,623","7,341","8,118","8,946","9,851","10,861","12,003","13,291","14,712","16,256","17,935"
India,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,"2,024","2,233","2,461","2,708","2,980","3,285","3,625","4,002","4,419","4,875","5,369","5,901","6,477"
India,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,"1,515","1,699","1,908","2,135","2,380","2,649","2,949","3,283","3,652","4,066","4,515","4,998","5,523"
India,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,965,"1,077","1,203","1,341","1,490","1,652","1,831","2,033","2,252","2,498","2,762","3,051","3,362"
India,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,"1,781","2,048","2,357","2,711","3,113","3,574","4,109","4,716","5,400","6,176","7,045","8,014","9,105"
India,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,570,673,791,930,"1,090","1,278","1,497","1,756","2,064","2,422","2,840","3,327","3,890"
India,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,280,335,399,476,565,670,797,947,"1,125","1,334","1,578","1,864","2,195"
India,By Model Type,Cash Model,Cash Model,Cash Model,"1,766","1,941","2,135","2,346","2,579","2,833","3,113","3,421","3,751","4,104","4,474","4,863","5,275"
India,By Model Type,Cashless Model,Cashless Model,Cashless Model,"5,369","6,124","6,984","7,955","9,039","10,275","11,695","13,316","15,161","17,267","19,635","22,292","25,277"
India,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"6,521","7,349","8,284","9,330","10,489","11,799","13,290","14,978","16,876","19,013","21,380","24,000","26,911"
India,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,228,259,294,334,379,429,486,549,618,697,785,884,993
India,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,386,457,541,637,750,880,"1,032","1,210","1,418","1,661","1,944","2,271","2,648"
India,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,"3,497","3,935","4,432","4,990","5,606","6,293","7,069","7,946","8,934","10,046","11,274","12,624","14,118"
India,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,991,"1,129","1,285","1,461","1,661","1,891","2,158","2,463","2,808","3,199","3,634","4,121","4,666"
India,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,729,818,915,"1,022","1,138","1,268","1,418","1,588","1,775","1,983","2,213","2,469","2,750"
India,By Retail Format,Department Stores,Department Stores,Department Stores,495,549,609,674,745,825,916,"1,016","1,127","1,248","1,383","1,525","1,683"
India,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,"1,111","1,288","1,493","1,728","1,997","2,309","2,668","3,082","3,558","4,108","4,736","5,454","6,275"
India,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,312,346,385,426,471,522,579,642,710,787,869,962,"1,060"
South Korea,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,"2,383","2,588","2,813","3,055","3,319","3,603","3,913","4,249","4,606","4,979","5,365","5,763","6,178"
South Korea,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,932,"1,026","1,124","1,227","1,338","1,460","1,598","1,750","1,912","2,087","2,272","2,472","2,687"
South Korea,By Component,Hardware,Kiosk Scanner Devices,Presentation Kiosk Scanners,907,"1,002","1,108","1,225","1,352","1,493","1,649","1,819","2,005","2,207","2,423","2,651","2,897"
South Korea,By Component,Hardware,Dedicated / Retailer-Supplied Mobile Devices,Dedicated / Retailer-Supplied Mobile Devices,"1,462","1,644","1,846","2,075","2,328","2,611","2,927","3,273","3,648","4,066","4,526","5,028","5,579"
South Korea,By Component,Hardware,Smart-Cart Units,Smart-Cart Units,356,400,450,506,569,640,721,814,917,"1,030","1,153","1,286","1,431"
South Korea,By Component,Hardware,Kiosk Terminals / Display + Controller,Kiosk Terminals / Display + Controller,"2,332","2,614","2,933","3,285","3,669","4,091","4,559","5,083","5,671","6,331","7,062","7,861","8,741"
South Korea,By Component,Hardware,Payment Units,Payment Units,"4,379","4,829","5,328","5,863","6,437","7,035","7,686","8,407","9,211","10,095","11,043","12,048","13,123"
South Korea,By Component,Hardware,Kiosk Cabinet / Enclosure,Kiosk Cabinet / Enclosure,"3,049","3,329","3,619","3,921","4,241","4,592","4,983","5,416","5,870","6,353","6,862","7,404","7,984"
South Korea,By Component,Hardware,Receipt Printer,Receipt Printer,"3,328","3,611","3,921","4,250","4,592","4,944","5,314","5,708","6,127","6,570","7,033","7,509","8,008"
South Korea,By Component,Hardware,"Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","Others (Scale / Bagging Hardware, Power & Internal Electronics, Mounting / Wiring / Minor Internal Hardware, Embedded Scan Modules, Network & Accessories)","2,579","2,868","3,190","3,539","3,912","4,309","4,741","5,220","5,751","6,328","6,957","7,635","8,362"
South Korea,By Product Type,Fixed-Position Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,Single-Plane Self-Scanning Kiosks,"1,127","1,265","1,418","1,592","1,786","2,007","2,256","2,538","2,854","3,206","3,593","4,016","4,482"
South Korea,By Product Type,Fixed-Position Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,Multi-Plane Self-Scanning Kiosks,860,983,"1,123","1,283","1,462","1,664","1,895","2,156","2,451","2,783","3,153","3,567","4,030"
South Korea,By Product Type,Fixed-Position Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,Presentation Self-Scanning Kiosks,567,646,736,836,947,"1,068","1,202","1,358","1,534","1,734","1,959","2,206","2,479"
South Korea,By Product Type,Mobile Self-Scanning Solutions,Dedicated Mobile Self-Scanning Devices,Dedicated Mobile Self-Scanning Devices,870,"1,021","1,197","1,400","1,637","1,913","2,236","2,611","3,040","3,536","4,101","4,756","5,507"
South Korea,By Product Type,Mobile Self-Scanning Solutions,Smartphone-Based Self-Scanning,Smartphone-Based Self-Scanning,280,336,404,485,578,689,822,982,"1,171","1,398","1,667","1,981","2,352"
South Korea,By Product Type,Mobile Self-Scanning Solutions,Smart-Cart-Based Self-Scanning,Smart-Cart-Based Self-Scanning,132,159,194,235,283,345,416,502,606,729,877,"1,052","1,260"
South Korea,By Model Type,Cash Model,Cash Model,Cash Model,967,"1,089","1,228","1,382","1,548","1,726","1,925","2,147","2,396","2,677","2,983","3,315","3,677"
South Korea,By Model Type,Cashless Model,Cashless Model,Cashless Model,"2,869","3,321","3,844","4,449","5,145","5,960","6,902","8,000","9,260","10,709","12,367","14,263","16,433"
South Korea,By Technology,Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),Barcode Scanning (1D/2D),"3,477","3,988","4,574","5,244","6,003","6,874","7,871","9,022","10,334","11,831","13,527","15,446","17,621"
South Korea,By Technology,RFID-Based Scanning,RFID-Based Scanning,RFID-Based Scanning,121,138,160,184,211,242,279,320,367,422,483,551,627
South Korea,By Technology,Computer Vision and AI Scanning,Computer Vision and AI Scanning,Computer Vision and AI Scanning,238,284,338,403,479,570,677,805,955,"1,133","1,340","1,581","1,862"
South Korea,By Retail Format,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,Supermarkets & Hypermarkets,"1,945","2,227","2,553","2,920","3,339","3,816","4,364","4,995","5,715","6,534","7,456","8,498","9,673"
South Korea,By Retail Format,Convenience Stores,Convenience Stores,Convenience Stores,514,599,693,805,931,"1,080","1,248","1,444","1,671","1,931","2,231","2,572","2,961"
South Korea,By Retail Format,Specialty and Discount Stores,Specialty and Discount Stores,Specialty and Discount Stores,380,432,493,562,639,726,827,941,"1,071","1,219","1,383","1,568","1,774"
South Korea,By Retail Format,Department Stores,Department Stores,Department Stores,250,282,318,361,406,458,517,585,657,742,836,938,"1,054"
South Korea,By Retail Format,Warehouse Clubs,Warehouse Clubs,Warehouse Clubs,578,680,800,940,"1,104","1,297","1,522","1,788","2,097","2,459","2,879","3,367","3,935"
South Korea,By Retail Format,Pharmacies & Drugstores,Pharmacies & Drugstores,Pharmacies & Drugstores,169,190,215,243,274,309,349,394,445,501,565,635,713
ASEAN,By Component,Hardware,Kiosk Scanner Devices,Single-plane Kiosk Scanners,"3,785","4,120","4,488","4,880","5,296","5,729","6,192","6,693","7,235","7,821","8,446","9,096","9,785"
ASEAN,By Component,Hardware,Kiosk Scanner Devices,Multi-plane (Bioptic) Kiosk Scanners,"1,746","1,913","2,097","2,293","2,498","2,717","2,951","3,211","3,496","3,803","4,132","4,478","4,842"
